,name,content,reconmended,posted
628,Sinester,"
RESIDENT EVIL 2 | Remake

Are you a fan of RESIDENT EVIL or not? it is not important at all
You have to play this game
And the good point is that the game is very optimized!

Game review in 3 word
Puzzle | | Shoot to the head

Deluxe Edition ?
Deluxe version is just skin And soundtrack so it's your choice

10/10",Recommended," December 25, 2019"
629,MrBrickfreak,"
Master Piece. Capcom, I'm waiting for 3.

EDIT: Other Survivors mode, Awsome! The same way I'll complain when there's content cut of the game to be sold as DLC, there also need to be great recognition for this kind of extra FREE content comes out!

Seriously great Job! Happy consumer here! If more games like this one come out, I'll totally support them with my wallet.",Recommended," February 7, 2019"
630,brad67676,"
Just, an amazing remake thank you for bringing back one of my favorite game of all times.",Recommended," February 20, 2019"
631,bladechild,"
Definitely best game of 2019, that what must be on your mind when you hear REMAKE!",Recommended," January 26, 2019"
632,jb2097,"
very stressful, even if like me you aren't easily spooked you still should find yourself constantly in total tension as you approach dangerous situations with few supplies. it also has a classic story and actually tons of content (which i think i'm only about 1/4 of the way through) faithful yet different and maybe the best survival horror game ever made putting (imo) the original version miles in the past. 7 was a good game and a step in the right direction, using the same engine and expanding on a lot of ideas its practically perfect, regardless of if you enjoyed 7 it was a good step forward despite being a way off perfect and i would imagine most peoples complaints about 7's gameplay are addressed and improved here.

also seemingly very well optimised for pc, no crashes so far and a cavalcade of options and ran smoothly since day 1. the settings menu seems to overestimate your computer (or it did mine) but turning of max shadows to high shadows (which is an unnoticable difference) almost halfs the memory usage so look out for that setting. also seems to run better on fullscreen than borderless which is a shame. works with changing input, doesn't die on alt tab either.",Recommended," January 29, 2019"
633,H2O,"
Finished my first campaign as Leon and thoroughly enjoyed it and think that's enough to recommend. I never played the original, and have only ever played 4+5, and have to say it's pretty much up there with 4.

If there's any negatives, it's probably that the combat could've been better with some enemies, and I feel like the randomized nature of how many bullets it takes to kill more or less sways you from ever engaging in combat unless it's completely necessary. Which may be to the games aesthetic, but there's no denying that killing zombies is satisfying in this.

Mr X is also a missed oppurtunity. It becomes apparent early on that engaging him is a waste of time. The encounters are more or less easy to avoid. The fact you can pause your game to constantly view your map means you will never fail to keep going unless you get cornered. And to that degree, these encounters are kind of a waste. It just adds a little frustration within the police station rather than creating anything interesting.

But overall, this game is fun. And I'm already ready for the next playthrough.",Recommended," January 26, 2019"
634,B. Silva,"
For me this is a very overrated game. I liked Resi 2 back in the day, but things have moved on in the last 20 years, whilst the design of this remake hasn't (other than the controls no longer being awful)

Games being challenging is one thing, but putting a game on hardcore mode and having it be utterly ridiculous is another. It's very stingy with giving you ammo, and is bizarrely inconsistent about how many head shots an enemy takes to put down. Sometimes it will take one handgun bullet, and other times the same enemy takes ten (not exaggerating there)

Those ten bullets will most of the time be all that you have, and there'll still be more enemies to face. So you'll end up running away much, much, more than ever shooting anything.

This is further compounded by making you face bosses where there is the bare minimum of health and ammo given for the task (if at all) and then it instantly makes you do another action / boss sequence without giving you any more.

I'm at the end of the game, and it seems to think I spent the last 10+ hours hoarding bullets because I HAVE PSYCHIC POWERS, AND KNOW IN ADVANCE THAT THERE'LL BE A BOSS FIGHT AT THE END THAT GIVES NO AMMO WHATSOEVER. Yet the game has also made evading enemies tricky enough that I had no choice but to shoot them, so, uh, haven't got that ammo it seems to think I have.

As an example: a boss that you face upon a relatively small platform has a charge attack that kills you instantly, and is UNAVOIDABLE. The game tips helpfully tell you to ""hit it with everything you've got when this happens"", and I'd love to do that, except...well, ""everything I've got"" adds up to the sum of....*fudge* all and the game isn't going to lift a finger to help.

Plus: its normal attack lunges faster than you move, so you're constantly wanting to (sluggishly) get out of range. While doing this it can quickly break out the HOMING UNAVOIDABLE INSTA KILL ATTACK, and you die trying to turn and shoot it in this extremely short window of time......so, so, sooooooo much fun. Every single boss in the game is tedious like this, and having faced four so far not a single one presented an interesting or enjoyable challenge.

For an action game it's riddled with moments where the clunky controls and miserly level design (no ammo, no space to really move) make the action really, really bad. You can't dodge attacks, and once hit you start limping which makes further evasion very tricky. You have no melee attacks without a knife equipped, or any offensive capabilities at all when out of ammo.

Clubbing away zombies with the butt of your empty gun? nah, chief - never heard of it.

Knock a zombie to the floor, and then stomp on it's head while it's prone....er, sorry chief! Never heard of it (despite it being a design idea from a 2008 game - Dead Space)

Shoot a zombie in half with your shotgun to slow them down? er....chief, have you had a blow to the head? cos that there is crazy talk (despite it being from 1998....and, er, is from the original Resi 2.....)

Shoot a leg off, or an arm, or indeed any body part at all, to give yourself an advantage.....er....nah, chief etc etc etc

Bunch of zombies standing by a fire extinguisher, and you get the clever idea to shoot it in the hope that it explodes, taking them all out? er....congrats - you just wasted a valuable bullet! Compressed gas containers don't explode in this universe (well, unless they're in the jaws of a giant alligator and you want to end with some ""big spectacle"" to an otherwise crappy set piece)

I guess making your game very pretty excuses it having even lesser action than the twenty year old original! It feels super backwards compared to the likes of Dead Space, which quite nicely removed a lot of the tedium and awkwardness from the Resi formula without sacrificing the exploration and survival aspect. The Evil Within is also much better at being survival horror whilst giving you a much more flexible character, proper stealth and enjoyable combat.

Action set pieces are non existent (there's not even the faintest whiff of Resi 4 to be had here), the puzzles are stupid, and stealth is a concept it claims to have but in practice it's terrible. There's blind enemies who hunt by sound, so you walk by totally silently and they still move into your path and just sit there leaving you stuck.

You walk forwards - they sense you and you die. You walk back - they sense you and you die. You stand still - they creep forward and you die.....

You expected their AI to eventually move away so that you could proceed? Ha! Ha! You poor deluded fool..... Gotta go back to your last save point, and pray that on the next attempt they have a brain fart and let you pass quickly enough. Is that good game design? I don't think that it is.

Even if the difficulty wasn't ridiculous this would still have enough things that, despite enjoying it up to a point, I'd still stay it was pretty average game play wise. And that nostalgia, or sexy graphics, are covering over a fairly mediocre and outdated experience. 18 hours into the game, and stuck at an impossible bit, I didn't enjoy it enough that I'm going to restart it all on a lesser difficulty!

If I played it on normal to begin with then this would probably be a moderately unenthusiastic positive review. There's enough deficiencies here in the game play mechanics, and in it's rather stunted ambition, that I wouldn't rate it that highly regardless of the excruciatingly badly judged challenge. Game play design that's barely moved on from 1998 doesn't cut the mustard for me in 2019.

When you scrape past an encounter it's tense, and it is this thing called being FUN. But more often than not it immediately descends into being a tedious chore after those enjoyable moments, as the gratification of ACTUALLY SHOOTING SOMETHING inevitably makes the next heavily scripted, and unbelievably stingy, section a pain in the neck.",Not Recommended," November 3, 2019"
635,ウディア || SMBSF,"
A detailed and well crafted love letter for the fans. And if you are not a fan, This game will made you one.",Recommended," January 25, 2019"
636,TheMaster1,"
Remember that scene from Ratatouille where Anton Ego tastes Remy's food and has that nostalgic flashback from his childhood?

Yep, this is it.",Recommended," January 29, 2019"
637,Sigma,"
Arf arf
Yeah, yeah, yeah (Grrrr)
Uh, Yeah don't get it twisted
This rap ♥♥♥♥, is mine
♥♥♥♥♥♥♥♥♥♥♥♥, it's not, a ♥♥♥♥ing, game
♥♥♥♥ what you heard
It's what you hearin
It's what you hearin (Listen)
It's what you hearin (Listen)
It's what you hearin (Listen)
X gon give it to ya
♥♥♥♥ wait for you to get it on your own
X gon deliver to ya
Knock knock, open up the door, it's real
Wit the non-stop, pop pop and stainless steel
Go hard gettin busy wit it
But I got such a good heart
I'll make a ♥♥♥♥♥♥♥♥♥♥♥♥ wonder if he did it
Damn right and I'll do it again
Cuz I am right so I gots to win
Break break wit the enemy
But no matter how many cats I break bread wit
I'll break who you sendin me
You ♥♥♥♥♥♥♥♥♥♥♥♥ never wanted nothin
But your wife said, that's for the light day
I'm gettin down, down
Make it say freeze
But won't be the one endin up on his knees (Whoo)
Please, If the only thing you cats did is come out to play
Get out my way
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya
Ain't never gave nothin to me
But everytime I turn around
Cats got they hands out wantin something from me
I ain't got it so you can't get it
Lets leave it at that cuz I ain't wit it
Hit it wit full strength
I'm a jail ♥♥♥♥♥
So I face the world like it's Earl in the bullpen
You against me, me against you
Whatever, whenever
What the ♥♥♥♥ you gon do?
I'm a wool fin sheep clothing
Only ♥♥♥♥♥ that you know that can chill
Come back and get the streets open
I've been doing this for nineteen years
Wanna fight me? Fight these tears
I put in work and it's all for the kids
But these cats done forgot what work is (UH-HUH!)
They don't know who we be
Lookin! but they don't know who they see
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya
Aiiyo where my ♥♥♥♥♥z at?!
I know I got them down in the game
Give em love and they give it back
Talk to much for to long
Don't give up your to strong (What?!)
A dog to bow bow hug it
Shoutout to ♥♥♥♥♥z that done it
And it ain't even about the dough
It's about gettin down for what you stand for yo
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya
First we gonna ROCK, Then we gonna ROLL
Then we let it POP, GO LET IT GO
X gon give it to ya
He gon give it to ya
X gon give it to ya
He gon give it to ya",Recommended, January 1
638,boot whisper,"
I have not seen a more detailed graphics menu. I wish all games had that. It shows:

-How much memory your GPU has.
-Has an image that varies as you change the graphics settings so you can see visually.
-A bar that varies and indicates how high is the processing load, image quality, model quality, lighting quality and graphical effects quality.

Game looks amazing and I'm too scared to play it without pauses so here I am writing this review :D",Recommended," February 8, 2019"
639,Xi Winnie,"
1, 2, MR. X IS COMING FOR YOU!!!!
11/ 10",Recommended," February 3, 2019"
640,John S͘teamOS™,"
The Resident Evil Engine is superb, the game runs flawlessly and looks amazing. Definite GOTY contender.",Recommended," January 27, 2019"
641,rodent シ,"
runs well, plays well, will kick your ♥♥♥ aswell. 10 lickers out of 10 lickers. BUY IT",Recommended," January 26, 2019"
642,Homura,"
X gon' give it to ya",Recommended," January 30, 2019"
643,Leon112,"
Very good.",Recommended," July 26, 2019"
644,Anchovy,"
An excellent remake which captures what made the original RE2 a classic.",Recommended," November 27, 2019"
645,Big ol' Zebra Shlong,"
Yes",Recommended," January 29, 2019"
646,お EvanTwik で,"
Leon ""Simp"" Kennedy",Recommended, March 31
647,BOT Spy,"
Now THIS is taking resident evil back to it's roots. It was done way better then Resident Evil 7 but that much is obvious since it's a reboot/remake/whatever it is of the old resident evil 2. I enjoyed it very much. The horror was splendid and kept me on my toes at all times. I near crapped my pants at certain points... The graphics are freaken awesome as well. I'd absolutely recommend this game to ANYONE who loves Resident Evil.",Recommended," July 1, 2019"
648,Yohin,"
Resident Evil 2 Remake is a great comeback that make justice to the original.

The game starts just like the classic, we take control of two iconic characters: Leon S. Keneddy and Claire Redfield, the main story is slightly different from each other as well as the accessible areas, obtainable items etc. Just by arriving at the police station can feel the tension and can be unnerving. Sound is highly detailed and makes honor to the title “Survival Horror game”, the sound of zombies breaking the windows or screaming is terrifying. I highly recommend to use a good pair of headphones with Dolby Atmos.

Resident Evil shows me what a zombie is suppose to be meant, they are more tough and can die from several bullets, however overall enemies are not bullet sponges if you land your shots correctly. Puzzles are back and remembers me to the original game, sprint room to room to find a certain key or item can be very satisfying specially after minutes of search.

There are 3 difficulties: while the first one meant to be for those who like to enjoy the main story, Standard is more balanced and can be for everyone, you can save unlimited times and found a very decent ammount of ammo and healing items but for people looking for a challenge Hardcore is the right choice, follows the same pattern as past resident evil games: enemies are stronger, fewer items, ammo and can only save using a Ink Ribbon. NG+ exist but you cannot carry any inventory or weapons from past saves but instead can choose to start a new Leon or Claire B (2nd run) meaning we start again but in another perspective of the main story, some items are different placed as well for puzzles.",Recommended, March 27
649,ColdVergil,"
I finally summoned the courage to beat this game after being terrified of the unstoppable Mr. X stalking me to the ends of the Earth. Then I went and beat it a 2nd time. This game will go down in history as being one of the best remakes of all time. Somehow Capcom has done the impossible again. After REmake was notable for being one of the best remakes ever, they have gone and improved upon everything in every way even more so. It doesn't feel like a cash grab. It doesn't feel completely different. It feels like it is a complete upgrade from the original, while doing the original justice, AND feels fresh and new.

Resident Evil 2 Remake is the 2019 GOTY imo",Recommended," February 20, 2019"
650,addic7eD,"
Shoot their kneecaps",Recommended," January 26, 2019"
651,Furi0sa,"
Fantastic game. Runs smooth as butter. The details are amazing. Never tried RE 2 before but damn is this thing good. Definitely recommend.",Recommended," January 29, 2019"
652,Trylr,"
RESIDENT EVIL 3 WHEN?",Recommended," February 3, 2019"
653,Flinty94,"
Ok I was wrong, the game is amazing. Just play as claire and turn the OG music on right away, thanks capcom.",Recommended," January 25, 2019"
654,PConsoul,"
Dr. X is scary.",Recommended," November 29, 2019"
655,Seneschal,"
I'm gonna need a Jill sandwich after this!

This game is near perfection, the quality of the graphics is incredible at 4K resolution.
The lighting/shadow effects are a work of out, creating an amazing sense of atmosphere.

I'm so glad this game lived up to the hype.",Recommended," January 26, 2019"
656,EXQRAY,"
An almost called Game of The Year. This game is the true RE experience. Horror, Item management, Survival, Atmosphere, Next-Gen Graphic, Performance, Story etc. Everything is perfect except it lack of the feature that identify the original RE 2. I'm talking about Zapping. In the original, all campaign affect one another. Leon A affect Claire B. Claire A affect Leon B. But in this one, all Leon A/B Claire A/B is just ""What if"". If they had just quit bothering about A/B and do one line then I'm pretty sure this game would have got Game of The Year.",Recommended," December 15, 2019"
657,X-RAY,"
Product received for free

The original Resident Evil 2 is still to this day held by many to be the absolute best of the classic Resident Evil games. Whether it was the fact it greatly expanded on the first games foundation, the characters it introduced, or the unique scenario mechanics that influenced both protagonists gameplay, It is a fan favourite that helped to put the series on the map. After Capcom created one of the finest survival horror games ever in the Resident Evil 1 remake, fans of the second game waited patiently for their most cherished instalment to get the same treatment. To say that expectations for RE2s remake were high would be an understatement.

It delivered.
------------------------------------------
An important note. My experience with this game at the time of typing is two hardcore playthroughs, a difficulty designed for series veterans, first with Claire, and then with Leon. Enemies are much more durable, saving requires the franchise classic consumable Ink Ribbon and disables auto saves. Basically, my experience may greatly differ from your own should you decide to pick the game up, I don't know what the other two difficulties are like, but I assume they'll be A LOT more forgiving than hardcore. So like with most reviews, take what I say with a grain of salt.
------------------------------------------

We'll begin with the plot, anyone who is familiar with the original will be right at home, Leon S. Kennedy and Claire Redfield are paying a visit to Raccoon City, Leon is disturbed by the lack of communication from his soon to be co-workers at the police station and decides to pay them a visit, while Claire is looking for her brother, Chris Redfield who has seemingly gone missing and has not been in contact.

It doesn't take long for both of our protagonists to realise that something has gone terribly wrong, as a city wide virus has infected the entire populace of Raccoon City, turning them into flesh craving, gore hungry zombies. Following safety protocols, our rookie cop and college student head to the police station to seek shelter, of course if the first game in the series taught us anything, it's that taking shelter in large dark structures prompts the survival horror.

And here we are, Welcome to the Resident Evil 2 remake, where the old rules apply first and foremost. Your objective? Escape. How? By solving the many puzzles that populate the locales in order to ultimately reach the aforementioned goal, all while being hounded and craved for by the former citizens of Raccoon City. You might think ""Oh it's a third person shooter, I'll just kill everything"", WRONG.

This is survival horror, you're not blasting away through anything, you're desperately trying to conserve what you find because ammo is extremely limited and extremely valuable as the numbers you face are plentiful. The same goes for medicinal health herbs and first aid sprays, any spare gunpowder lying around or any new weapons you can hopefully find.

This is what made the classic Resident Evils great. They are games of constant decision making and the tension that results from the choices you make. More often than not, it is better to outright evade zombies in corridors or rooms because you just cannot spare the ammo to put them down, you already used your supply in cleaning out a small handful of rooms of the undead, but you need to find the 3 statues in order to grab the medals to get out of here, but that means you have to go up the stairs on the west side... and ""they"" are there. Maybe you could spare the health? But how much more can you afford to lose before it starts becoming a real problem?

It's something that is difficult to put into words, but the thrill of evading genuinely threatening monsters and hearing the satisfying clicks of puzzles solved create a remarkable and unique experience that sticks with you, whenever progression is made, you feel some relief and accomplishment, before realising that you now need to find where that next crucial piece of the puzzle may be... and right when you feel like you might have things figured out...

(Minor gameplay related spoiler, but avoid reading if know next to nothing about the game, it's worth it.)









Much like the RE1 remake, they made sure to crank up atmosphere and detail to exceptional levels. The dark, damp and torn police station is lovingly recreated, enhanced by the dimly lit flashlight your protagonist will carry around, areas are unsettling as blood smears the walls while the grotesque sights make you wince your eyes.

The ambience adds to the experience in a way I can only describe as exemplary, the silent creaking of chandeliers, the disturbing soundtrack that will cause brief pause before pushing on, the vicious screams and growls from the most hungry of zombies to the most terrifying of foes.

All of these elements combined along with very strong replay value help to create one of the most engrossing survival horror experiences the industry will ever see. The Resident Evil 2 Remake is a remarkable accomplishment and the team responsible for this game should feel nothing but pride for their achievement. It is a return to form, a return to greatness and a love letter to fans of the original game.

I recommend, wholeheartedly.
----------------------------------------
A special thanks to my friend Sana, who had purchased the game for me as a gift.",Recommended," February 18, 2019"
658,Steve,"
This is the best game of Survival Horror especially for Resident Evil Franchise, Amazing Atmosphere, Good Graphics, Running Smoothly with 60FPS depending of your PC specification, must buy it, you will never disappointed about it",Recommended," January 25, 2019"
659,Bdogz,"
Game's good. Thank you for reading!

Well, that's not all...I'm writing more of a recommendation on the technical aspects.
There is no in-game benchmark, but a graphics preview, which is useful. The VRAM-USAGE indicator not so much.
The big ""issue"" or choice is edges/ aliasing vs a very soft image.
I've tried a lot and I want you to save time on tuning and play the game instead. Believe me, you need a ROCK-SOLID 60 fps on this title. Which at this point is impossible due to the volumetric lighting in some areas, but the game provides a lot of options. Don't use Direct X12 for now! Direct X11 is 20% faster! No visual difference, in my opinion.
Resolution and interlaced image allow to run at 60 fps even on older hardware, so here's my advice:

- Turn on TAA+FXAA
- Turn on ALL of the post-effects, yes, motion blur too
- If you struggle to geta a ROCK-SOLID 60 fps, use the resolution scaling or the interlaced image feature

A lower resolution makes the image less sharp, but the TAA+FXAA makes a 1080p image so soft, it really does not matter as much. Also, chromatic aberation and lens-distortion seem like a bad choice, but I liked the movie-like look. Well implemented effects.
Hope this helped. ENJOY!",Recommended," February 10, 2019"
660,mazzi,"
Being based on one of the most beloved games in the franchise and coming after the, especially at the time of release, incredible remake of the first RE game, RE2 had big shoes to fill.

I'm glad to say Capcom nailed the project, almost in its entirety. From the new, dark and thick atmosphere to reworked puzzles and areas, combat and controls that are modernized enough to feel comfortable without plunging the player straight into the action game territory of some of the more modern episodes in the series, RE2 is a remake done just right.

And how not to mention the imposing Tyrant (Mr. X for his old friends), which will stalk the corridors of the police station, his stomping to be heard from the other side of the building, closer and closer to your location.

The only sad note I must add is related to the second scenario of the game, unlocked after finishing your first playthrough, which only adds a couple new weapons and skips/reworks some of the early bits of the game, instead of providing exciting new locations and situations. This lack is likely dictated by time and budget constraint, but it nonetheless feels like a wasted opportunity that would have made a great game even better.

Regardless of that, RE2 is one of the best horror games of the last decade, and one every fan of the genre is obliged to play through at least once.",Recommended," November 27, 2019"
661,Unwanted trash,"
There are rarely any games that I follow into the hype. However, my friends over on the Xbox side recommended this to me heavily. Considering that I loved RE7 and the gameplay on the Xbox One. I was hoping RE2 would give me the same experience now I have a proper PC to play games with. While I never played the original RE2, I can safely say that I have fallen in love with this game. The gameplay feels immersing, the story keeps me on edge, and despite usually not being into horror games all that much. I am loving this so far and it even makes me want to go back and play the original. I absolutely recommend this game. BUY IT.",Recommended," January 27, 2019"
662,SmokeTheBear,"
I really love this game<3",Recommended," November 27, 2019"
663,Senseless,"
Best zombie game made
amazing horror only made better with the fps mod thats easily installed
10/10 must play for all types of gamers",Recommended," January 30, 2019"
664,Dogu,"
It's everything i could have ever dreamed for, It's SOOOO GOOOOD!",Recommended," January 26, 2019"
665,Breeze,"
Ada/10",Recommended," January 26, 2019"
666,Dr. Peppermint,"
My neigh-bro recommended this and I do not regret the purchase.
It's a remake done right (think of DOOM reboot quality).

Vibes are great, everything is refreshed and also spooky.

EDIT: Congrats on the Steam Award.",Recommended," March 3, 2019"
667,Furrek,"
Doubt it's possible to say anything new when other people already elaborated in detail why exactly this game is fantastic.
It's just one of the best Resident Evil games and one of the best survival horror games in general.
It is also an outstanding remake that manages to have new gameplay, level design and basically everything all the while preserving the feel of the original RE2 with it's superb pacing and replayability.
First Monster Hunter World, now this and soon DMC5. Capcom is back..",Recommended," January 28, 2019"
668,Traffun,"
Fantastically realized vision of the original game. Stunningly gorgeous, tight controls, and enemies that perfectly toe the line of being oppressive without being impossible.

The ranking system, unlockable bonus weapons, and multiple scenarios for both characters also give it very good replay value. An absolute must have for any Resident Evil fan.",Recommended," January 27, 2019"
669,Delirium ❖,"
I decided to update my review and post the one I made few months after release of Resident Evil 2 / Biohazard RE:2, because I like it more but at some point I was sure it's lost (I found it on my second HDD). So enjoy!

I was hoping to post this review earlier, but sadly I had no chance - I was to busy enjoying this masterpiece. Beware! My review containt spoilers and opinions made as a huge fan since first game. At this stage it's only made on my experience with first Leon's scenario, so don't be mad if there are some errors in my review :) I wonder where I should start. There are so many things I want to say about this game, how I felt during my first playthrough, how I feel playing it even now. So maybe I will start from saying that original Resident Evil 2 was never my favorite game and I completed it very few times. I probably haven't catched every easter egg, details and such snatched into this Remake. Still, I felt very nostalgic running around Raccoon Police Station. ""I know this place!"", ""This is where the first Licker was!"". Seeing a classic game in the modern visuals is a fantastic feeling. Once again, I felt like a kid who discovers the magic of survival horror for the first time.

About my first run. I was thinking that since the classic RE games are my favorite, I should start with hardcore: you know, enemies are harder, limited times of saves because of ink, avoiding enemies and such. That was, at the time, good idea. Oh, and I was thinking using a Steam Controller, which I used to play for like few hours, would be a great idea. I failed the first section around 8 times. I managed to miss every shot twice. I'm yet no used to it so I switched back to keyboard and mouse. Ah, it was much better!

Clearing the gas station was easy. Then, starting in the middle of the horror, that was just awesome. I mean, I'm running this game on rather old PC and all I can hope for are medium/high settings and yet, everything looked so freaking great. Resident Evil 2 (Remake) set a new high standards for the visuals in modern gaming. And I know this game could look even better on maximum settings! The zombies looks super disgusting, cutting their legs, hands, exploding heads, everything feels just right. Their moans, way the behave, how they are ""waving"" and making it harder to land a good hit, the way they hits the windows and boards - trust me, it's really scary if you are using a headset. At times I was thinking that maybe it would be better to just let zombie in and kill every one, so there could be some quiet time. But yeah, we all don't have enough ammo for that. The lights are also doing a great job to make this game even more scary: sparks, fire, flashlight, and you know there must be something lying in the darkness. Really, there were only few games that made me ""WOW, IT LOOKS BEAUTIFUL!"": Far Cry, Crysis, and now RE2 joins the club.

Since I mentioned zombies, these are not the only one that are disgusting. Yeah, you know it: Lickers! While playing, I felt that Hunters in the remake of the first Resident Evil wasn't that bad. As I mentioned, or not, I'm not a very skillful player. Jumping around, crawling at rather fast pace, and being a really tough opponent, Lickers are the worst kind of enemies. There were a time at the lab when two of them jumped out and it really was bad for my ammo and health (both mine and Leon's). I haven't yet played every scenario so I probably haven't met every type of enemies. Anyway, normal (not boss) monsters are really well done and everything feels like a threat to a player.

But, the bosses! I feel like the crocodile part was rather easy, it wasn't also that hard in original RE2, and yet I managed to die at this sequence. Sucks to be me, lol. One of the best part of bosses was definitely Mr. X. After meeting this guy, after he doesn't seem to care if it's a save room or not, I was really happy. I mean, have you ever played Resident Evil 3 and fought against Nemesis? Yeah, this guy gives you the same vibe in the Resident Evil 2 Remake. I felt a huge relief and because of this I know people at Capcom will do a great job on the remakes of other Resident Evil games. So Mr. X is unbeatable (at some point), you don't want to waste ammo on him, but also you don't want him to get closer. Solving puzzles while running away, trying to explore new areas while running away, hearing just those stomp sounds of his - this is such a perfect job. I wasn't feeling safe no matter where I was: is he around? Will he enter this room? Will he smash another wall to jump and kick my butt? This is how bosses in survival horrors should be made! And there is one more guy, Birkin, but he wasn't my favorite or anything. Until the last fight... this part of game was also something amazing. Probably one of the best boss fights in Resident Evil franchise! It's so intense, the final Birkin's form looks terrifing, it's just perfect for the (almost) last fight.

I'm not sure if there is much I can say about weapons, since in the Leon's first sceneario there aren't many. But, I really liked the flamethrower (it's fun to burn zombies!) and... handgun. Maybe I need to get used to it, but the shotgun wasn't really my thing, I had a troubles aiming at the zombies heads and if it takes 2-3 shots to hit them (and not even kill) then yeah, I'd rather stick with small pistol. Oh, the subweapons were great but at the same time I felt like I wasted some of them: way too many grenades went into zombies mounths instead of more dangerous enemies. Well, that's just my luck (and lack of skill!)

So, in the end, is this remake any good? In my opinion, it's much better than original. I know original Resident Evil 2 is very high rated game, and it's one of the best classic games ever made, but I feel like I like playing it much more playing than the original. This game is worth every price. Be it at sale, or at full price - as long as you enjoy good games, and perfectly made survival horrors. Resident Evil 2 Remake is my pick for the best game of 2019. Cheers!",Recommended," November 27, 2019"
670,DEMON SOULS,"
This game has a really fun (and simple) inventory management, fun weapons to use that each feel unique, and has amazing atmosphere. If you really enjoy a tense and fun adventure I highly recommend this game.",Recommended," January 28, 2019"
671,HappyRogue,"
This is a hidden gem, not your particular horror adventure, it tests your ability to adapt and think creatively in order to get good at the game. Highly recommended. To give this game a try.",Recommended," December 25, 2019"
672,Zer0_Skill_,"
Best game to start 2019 with! Graphics are AMAZING, they kept the OG RE2 core gameplay and mix it with third person. If you didnt buy this for some reason YOU SHOULD!",Recommended," January 25, 2019"
673,Naifu,"
I've never touched any other RE games, this is my first one (I only watched the gameplay of RE Biohazard, the one that came before this). I bought RE2 on sale (Winter 2019) because almost everyone I enquired about how the game was, no one said it was bad. Everyone I talked to, liked it, plus it had very positive reviews too. I love single player games with a good story and I am not disappointed with the game. And I was kinda happy that this RE wasn't FPS because I watched gameplay of the previous RE and I did not like it much even if the story was decent in it.

From a guy who has never played any RE games, I really enjoyed this game. I thought it might get repetitive at some point, but this game always kept me on my toes for most of the story. As for the story itself, it's a decent story. And I like how they allow you to have a second run on the story with the other character's perspective once you finish it with your chosen characte which adds replayability and not to mention the Ghost survivor modes which have a short story on their own. And the gameplay changes a bit too in the second run. Also, the fact that they won't tell every detail of the story to you, you gotta read stuff you come across to know what was going on was a great thing too.

As for my opinion about the game overall, I can't say if it's worth the full price, but definitely worth buying on sale.",Recommended," December 24, 2019"
674,Trenton,"
>be me
>enter a room
>a zombie hanging from the ceiling
>zombie jumps
>IRL power cuts
>sitting here scared ♥♥♥♥♥♥♥♥

10/10 would scare again",Recommended," November 30, 2019"
675,⎛⎝ Yes ⎠⎞,"
Amazing, simply amazing. This is THE RE game I wanted for years! Hardcore mode is pure horror greatness.
I would love to see this team remake RE3! Please do it!",Recommended," January 29, 2019"
676,The™ Baron,"
This game is an absolute masterpiece.",Recommended," January 26, 2019"
677,Tonymaster,"
ADAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA!",Recommended," January 25, 2019"
678,ExiledLie,"
The 2019 remake of Resident Evil 2 is a stellar reinterpretation of the original Resident Evil 2 in the over-the-shoulder style of Resident Evil 4. The atmosphere is oppressive, the tension runs high, but it remains a compelling little world to explore.",Recommended, March 30
679,Ensoph,"
After a decade of disappointing RE games, Capcom dug deep and finally came up with their superweapon, the highly demanded RE2 Remake. The game does a great job capturing the spirit of the 1998 classic, now carried out with a well balanced third-person gameplay. The cinematic cutscenes and graphics are remarkable, all that achieved with proper optimization. RE2 Remake's old-school gameplay is fairly challenging, and it contains an excessive amount of blood and gore. Therefore, it's not for the faint-hearted. 9.5/10",Recommended," January 26, 2019"
680,erkka,"
A very good game. I rarely play through games completely and this is one of those rare occasions.",Recommended," January 28, 2019"
681,Johnnymode,"
GOTY 2019

Yep, still GOTY",Recommended," June 30, 2019"
682,biff cheesum,"
5/5 Zombie gameplay.",Recommended," November 28, 2019"
683,Gà D.Lắc,"
Enough lenght to warrant lifetime purchase, wife material",Recommended, April 9
684,Kenpachi,"
take control of angsty teen leon kennedy, whos main objective is to get some coochie from an asian fbi thot




good game",Recommended," January 27, 2019"
685,Space Cowboy,"
Man dis game so ♥♥♥♥ing good",Recommended," January 25, 2019"
